date,V13 Dec13 - price,V14 Dec14 - price,V14 Dec14 - volume,V15 Dec15 - price,V15 Dec15 - volume,V16 Dec16 - price,V16 Dec16 - volume,V17 Dec17 - price,V17 Dec17 - volume,V18 Dec18 - price,V18 Dec18 - volume
1/6/17,,,,,,,,13.46,,,
1/9/17,,,,,,,,13.51,,,
1/10/17,,,,,,,,13.53,,,
1/11/17,,,,,,,,13.55,,,
1/12/17,,,,,,,,13.55,,,
1/13/17,,,,,,,,13.6,,,
1/16/17,,,,,,,,13.6,,,
1/17/17,,,,,,,,13.59,,,
1/18/17,,,,,,,,13.58,,,
1/19/17,,,,,,,,13.55,,,
1/20/17,,,,,,,,13.59,,,
1/23/17,,,,,,,,13.57,,,
1/24/17,,,,,,,,13.59,,,
1/25/17,,,,,,,,13.77,,,
1/26/17,,,,,,,,13.75,,,
1/27/17,,,,,,,,13.77,,,
1/30/17,,,,,,,,13.8,,,
1/31/17,,,,,,,,13.8,,,
2/1/17,,,,,,,,13.78,,,
2/2/17,,,,,,,,13.77,,,
2/3/17,,,,,,,,13.76,,,
2/6/17,,,,,,,,13.76,,,
2/7/17,,,,,,,,13.75,,,
2/8/17,,,,,,,,13.75,,,
2/9/17,,,,,,,,13.74,,,
2/10/17,,,,,,,,13.74,,,
2/13/17,,,,,,,,13.74,,,
2/14/17,,,,,,,,13.76,,,
2/15/17,,,,,,,,13.75,,,
2/16/17,,,,,,,,13.75,,,
2/17/17,,,,,,,,13.73,,,
2/20/17,,,,,,,,13.73,,,
2/21/17,,,,,,,,13.75,,,
2/22/17,,,,,,,,13.76,,,
2/23/17,,,,,,,,13.74,,,
2/24/17,,,,,,,,13.74,,,
2/27/17,,,,,,,,13.74,,,
2/28/17,,,,,,,,13.69,,,
3/1/17,,,,,,,,13.59,,,
3/2/17,,,,,,,,13.61,,,
3/3/17,,,,,,,,13.61,,,
3/6/17,,,,,,,,13.69,,,
3/7/17,,,,,,,,13.73,,,
3/8/17,,,,,,,,13.74,,,
3/9/17,,,,,,,,13.73,,,
3/10/17,,,,,,,,13.73,,,
3/13/17,,,,,,,,13.7,,,
3/14/17,,,,,,,,13.7,,,
3/15/17,,,,,,,,13.71,,,
3/16/17,,,,,,,,13.7,,,
3/17/17,,,,,,,,13.75,,,
3/20/17,,,,,,,,13.73,,,
3/21/17,,,,,,,,13.71,,,
3/22/17,,,,,,,,13.74,,,
3/23/17,,,,,,,,13.75,,,
3/24/17,,,,,,,,13.76,,,
3/27/17,,,,,,,,13.81,,,
3/28/17,,,,,,,,13.81,,,
3/29/17,,,,,,,,13.81,,,
3/30/17,,,,,,,,13.81,,,
3/31/17,,,,,,,,13.81,,,
4/3/17,,,,,,,,13.79,,,
4/4/17,,,,,,,,13.78,,,
4/24/17,,,,,,,,14.3,,,
4/25/17,,,,,,,,14.3,,,
4/27/17,,,,,,,,14.37,,,
4/28/17,,,,,,,,14.38,,,
5/2/17,,,,,,,,14.23,,,
5/3/17,,,,,,,,14.2,,,
5/4/17,,,,,,,,14.21,,,
5/5/17,,,,,,,,14.14,,,
5/10/17,,,,,,,,14.08,,,
5/16/17,,,,,,,,14.15,,,
5/17/17,,,,,,,,14.16,,,
5/18/17,,,,,,,,14.21,,,
5/19/17,,,,,,,,14.21,,,
5/22/17,,,,,,,,14.21,,,
5/23/17,,,,,,,,14.22,,,
5/24/17,,,,,,,,14.22,,,
6/1/17,,,,,,,,14.27,,,
6/2/17,,,,,,,,14.28,,,
6/5/17,,,,,,,,14.27,,,
6/6/17,,,,,,,,14.24,,,
6/7/17,,,,,,,,14.24,,,
6/8/17,,,,,,,,14.22,,,
6/9/17,,,,,,,,14.25,,,
6/12/17,,,,,,,,14.25,,,
6/13/17,,,,,,,,14.28,,,
6/14/17,,,,,,,,14.31,,,
6/15/17,,,,,,,,14.33,,,
6/16/17,,,,,,,,14.33,,,
6/19/17,,,,,,,,14.39,,,
6/26/17,,,,,,,,14.55,,,
6/27/17,,,,,,,,14.61,,,
6/28/17,,,,,,,,14.61,,,
6/29/17,,,,,,,,14.79,,,
6/30/17,,,,,,,,14.84,,,
7/3/17,,,,,,,,14.84,,,
7/4/17,,,,,,,,14.84,,,
7/5/17,,,,,,,,14.89,,,
7/6/17,,,,,,,,14.93,,,
7/7/17,,,,,,,,15.15,,,
7/10/17,,,,,,,,15.16,,,
7/11/17,,,,,,,,15.41,,,
7/12/17,,,,,,,,15.31,,,
7/13/17,,,,,,,,15.26,,,
7/14/17,,,,,,,,15.26,,,
7/17/17,,,,,,,,15.26,,,
7/18/17,,,,,,,,15.45,,,
7/19/17,,,,,,,,15.45,,,
7/20/17,,,,,,,,15.45,,,
7/21/17,,,,,,,,15.3,,,
7/24/17,,,,,,,,15.25,,,
7/25/17,,,,,,,,15.26,,,
7/26/17,,,,,,,,15.24,,,
7/27/17,,,,,,,,15.24,,,
7/28/17,,,,,,,,15.26,,,
7/31/17,,,,,,,,15.27,,,
8/1/17,,,,,,,,15.19,,,
8/2/17,,,,,,,,15.15,,,
8/3/17,,,,,,,,14.9,,,
8/4/17,,,,,,,,14.98,,,
8/7/17,,,,,,,,15,,,
8/8/17,,,,,,,,14.93,,,
8/9/17,,,,,,,,14.9,,,
8/10/17,,,,,,,,14.86,,,
8/11/17,,,,,,,,14.86,,,
8/14/17,,,,,,,,14.83,,,
8/15/17,,,,,,,,14.83,,,
8/16/17,,,,,,,,14.83,,,
8/17/17,,,,,,,,14.8,,,
8/18/17,,,,,,,,14.82,,,
8/21/17,,,,,,,,14.82,,,
8/22/17,,,,,,,,15,,,
8/23/17,,,,,,,,15.15,,,
8/24/17,,,,,,,,15.15,,,
8/25/17,,,,,,,,15.28,,,
8/28/17,,,,,,,,15.23,,,
8/29/17,,,,,,,,15.28,,,
8/30/17,,,,,,,,15.32,,,
8/31/17,,,,,,,,15.36,,,
9/1/17,,,,,,,,15.42,,,
9/4/17,,,,,,,,15.42,,,
9/5/17,,,,,,,,15.53,,,
9/6/17,,,,,,,,15.49,,,
9/7/17,,,,,,,,15.38,,,
9/8/17,,,,,,,,15.32,,,
9/14/17,,,,,,,,15.23,,,
9/15/17,,,,,,,,15.32,,,
9/18/17,,,,,,,,15.35,,,
9/19/17,,,,,,,,15.29,,,
9/20/17,,,,,,,,15.19,,,
9/21/17,,,,,,,,15.25,,,
9/22/17,,,,,,,,15.28,,,
9/25/17,,,,,,,,15.24,,,
9/26/17,,,,,,,,15.27,,,
9/27/17,,,,,,,,15.32,,,
9/28/17,,,,,,,,15.27,,,
9/29/17,,,,,,,,15.27,,,
10/2/17,,,,,,,,15.29,,,
10/3/17,,,,,,,,15.28,,,
10/4/17,,,,,,,,15.27,,,
10/5/17,,,,,,,,15.25,,,
10/6/17,,,,,,,,15.27,,,
10/9/17,,,,,,,,15.27,,,
10/10/17,,,,,,,,15.27,,,
10/11/17,,,,,,,,15.3,,,
10/12/17,,,,,,,,15.32,,,
10/13/17,,,,,,,,15.36,,,
10/16/17,,,,,,,,15.42,,,
10/17/17,,,,,,,,15.42,,,
10/18/17,,,,,,,,15.4,,,
10/19/17,,,,,,,,15.35,,,
10/20/17,,,,,,,,15.27,,,
10/23/17,,,,,,,,15.21,,,
10/24/17,,,,,,,,15.19,,,
10/25/17,,,,,,,,15.23,,,
10/26/17,,,,,,,,15.26,,,
10/27/17,,,,,,,,15.34,,,
10/30/17,,,,,,,,15.4,,,
10/31/17,,,,,,,,15.47,,,
11/1/17,,,,,,,,15.46,,,
11/2/17,,,,,,,,15.35,,,
