,date,V13 Dec13 - price,V14 Dec14 - price,V14 Dec14 - volume,V15 Dec15 - price,V15 Dec15 - volume,V16 Dec16 - price,V16 Dec16 - volume,V17 Dec17 - price,V17 Dec17 - volume, , 
612,1/17/14,,12.082,122.8,,,,,,,,
613,1/20/14,,12.128,122.8,,,,,,,,
614,1/21/14,,12.198,100.8,,,,,,,,
615,1/22/14,,12.262,81.4,,,,,,,,
616,1/23/14,,12.332,330.4,,,,,,,,
617,1/24/14,,12.404,332.4,,,,,,,,
618,1/27/14,,12.462,332.4,,,,,,,,
619,1/28/14,,12.436,471.6,,,,,,,,
620,1/29/14,,12.392,393,,,,,,,,
621,1/30/14,,12.282,171,,,,,,,,
622,1/31/14,,12.174,170.2,,,,,,,,
623,2/3/14,,12.09,170.2,,,,,,,,
624,2/4/14,,12.08,29,,,,,,,,
625,2/5/14,,12.062,39,,,,,,,,
626,2/6/14,,12.102,72.4,,,,,,,,
627,2/7/14,,12.16,79,,,,,,,,
628,2/10/14,,12.212,79.8,,,,,,,,
629,2/11/14,,12.22,84.6,,,,,,,,
630,2/12/14,,12.246,74.6,,,,,,,,
631,2/13/14,,12.25,14.2,,,,,,,,
632,2/14/14,,12.228,5.8,,,,,,,,
633,2/17/14,,12.174,5,,,,,,,,
634,2/18/14,,12.146,0.2,,,,,,,,
635,2/19/14,,12.148,0.2,,,,,,,,
636,2/20/14,,12.134,0.2,,,,,,,,
637,2/21/14,,12.138,0,,,,,,,,
638,2/24/14,,12.13,6.4,,,,,,,,
639,2/25/14,,12.09,10.8,,,,,,,,
640,2/26/14,,12.01,10.8,,,,,,,,
641,2/27/14,,11.968,31,,,,,,,,
642,2/28/14,,11.924,156.2,,,,,,,,
643,3/3/14,,11.92,150.8,,,,,,,,
644,3/4/14,,11.936,146.4,,,,,,,,
645,3/5/14,,11.956,146.4,,,,,,,,
646,3/6/14,,11.958,126.2,,,,,,,,
647,3/7/14,,11.948,1,,,,,,,,
648,3/10/14,,11.94,0,,,,,,,,
649,3/11/14,,11.942,22.6,,,,,,,,
650,3/12/14,,11.94,22.6,,,,,,,,
651,3/13/14,,11.942,22.6,,,,,,,,
652,3/14/14,,11.952,22.6,,,,,,,,
653,3/17/14,,11.956,32.6,,,,,,,,
654,3/18/14,,11.96,10,,,,,,,,
655,3/19/14,,11.944,10,,,,,,,,
656,3/20/14,,11.95,14.2,,,,,,,,
657,3/21/14,,11.952,14.2,,,,,,,,
658,3/24/14,,11.958,4.2,,,,,,,,
659,3/25/14,,11.966,4.4,,,,,,,,
660,3/26/14,,11.994,4.4,,,,,,,,
661,3/27/14,,11.996,0.2,,,,,,,,
662,3/28/14,,11.998,0.2,,,,,,,,
663,3/31/14,,12.002,0.2,,,,,,,,
664,4/1/14,,11.982,40.4,,,,,,,,
665,4/2/14,,11.966,40.6,,,,,,,,
666,4/3/14,,11.954,60.6,,,,,,,,
667,4/4/14,,11.944,60.8,,,,,,,,
668,4/7/14,,11.942,70.8,,,,,,,,
669,4/8/14,,11.962,70.4,,,,,,,,
670,4/9/14,,11.978,70.4,,,,,,,,
671,4/10/14,,11.99,60.4,,,,,,,,
672,4/11/14,,12.002,60.2,,,,,,,,
673,4/14/14,,12.004,50.2,,,,,,,,
674,4/15/14,,12.002,11.2,,,,,,,,
675,4/16/14,,11.99,11,,,,,,,,
676,4/17/14,,11.978,1,,,,,,,,
677,4/21/14,,11.96,1,,,,,,,,
678,4/22/14,,11.942,1,,,,,,,,
679,4/23/14,,11.924,0,,,,,,,,
680,4/24/14,,11.914,2.2,,,,,,,,
681,4/25/14,,11.896,52.2,,,,,,,,
682,4/28/14,,11.882,52.2,,,,,,,,
683,4/29/14,,11.856,56.2,,,,,,,,
684,4/30/14,,11.826,61.2,,,,,,,,
685,5/1/14,,11.798,59,,,,,,,,
686,5/2/14,,11.778,29,,,,,,,,
687,5/5/14,,11.758,29,,,,,,,,
688,5/6/14,,11.75,25,,,,,,,,
689,5/7/14,,11.75,20,,,,,,,,
690,5/8/14,,11.75,20,,,,,,,,
691,5/9/14,,11.762,0,,,,,,,,
692,5/12/14,,11.778,20.2,,,,,,,,
693,5/13/14,,11.794,20.4,,,,,,,,
694,5/14/14,,11.806,20.4,,,,,,,,
695,5/15/14,,11.802,26.4,,,,,,,,
696,5/16/14,,11.786,26.6,,,,,,,,
697,5/19/14,,11.762,6.4,,,,,,,,
698,5/20/14,,11.728,47.4,,,,,,,,
699,5/21/14,,11.698,50.4,,,,,,,,
700,5/22/14,,11.686,64.4,,,,,,,,
701,5/23/14,,11.674,64.2,,,,,,,,
702,5/26/14,,11.666,64.2,,,,,,,,
703,5/27/14,,11.684,23,,,,,,,,
704,5/28/14,,11.706,20,,,,,,,,
705,5/29/14,,11.746,14,,,,,,,,
706,5/30/14,,11.792,14.2,,,,,,,,
707,6/2/14,,11.84,83.4,,,,,,,,
708,6/3/14,,11.872,83.4,,,,,,,,
709,6/4/14,,11.908,83.4,,,,,,,,
710,6/5/14,,11.924,69.4,,,,,,,,
711,6/6/14,,11.922,69.2,,,,,,,,
712,6/9/14,,11.908,0,,,,,,,,
713,6/10/14,,11.886,20,,,,,,,,
714,6/11/14,,11.856,30,,,,,,,,
715,6/12/14,,11.826,30,,,,,,,,
716,6/13/14,,11.808,30,,,,,,,,
717,6/16/14,,11.81,30.2,,,,,,,,
718,6/17/14,,11.83,218.2,,,,,,,,
719,6/18/14,,11.854,210.2,,,,,,,,
720,6/19/14,,11.882,271.2,,,,,,,,
721,6/20/14,,11.906,271.2,,,,,,,,
722,6/23/14,,11.92,271,,,,,,,,
723,6/24/14,,11.93,67,,,,,,,,
724,6/25/14,,11.936,65,,,,,,,,
725,6/26/14,,11.944,11,,,,,,,,
726,6/27/14,,11.956,11.2,,,,,,,,
727,6/30/14,,11.96,81.6,,,,,,,,
728,7/1/14,,11.95,207.8,,,,,,,,
729,7/2/14,,11.94,282.8,,,,,,,,
730,7/3/14,,11.924,275.8,,,,,,,,
731,7/4/14,,11.908,275.6,,,,,,,,
732,7/7/14,,11.9,205.2,,,,,,,,
733,7/8/14,,11.906,75.2,,,,,,,,
734,7/9/14,,11.916,0.2,,,,,,,,
735,7/10/14,,11.92,0.2,,,,,,,,
736,7/11/14,,11.924,0.6,,,,,,,,
737,7/14/14,,11.926,0.6,,,,,,,,
738,7/15/14,,11.916,203.6,,,,,,,,
739,7/16/14,,11.906,403.6,,,,,,,,
740,7/17/14,,11.896,403.6,,,,,,,,
741,7/18/14,,11.878,426.2,,,,,,,,
742,7/21/14,,11.864,426.2,,,,,,,,
743,7/22/14,,11.858,227,,,,,,,,
744,7/23/14,,11.852,28,,,,,,,,
745,7/24/14,,11.858,128,,,,,,,,
746,7/25/14,,11.872,105,,,,,,,,
747,7/28/14,,11.882,213,,,,,,,,
748,7/29/14,,11.89,209,,,,,,,,
749,7/30/14,,11.894,208,,,,,,,,
750,7/31/14,,11.892,108,,,,,,,,
751,8/1/14,,11.89,108,,,,,,,,
752,8/4/14,,11.89,0,,,,,,,,
753,8/5/14,,11.89,0,,,,,,,,
754,8/6/14,,11.884,0,,,,,,,,
755,8/7/14,,11.878,0,,,,,,,,
756,8/8/14,,11.87,0.2,,,,,,,,
757,8/11/14,,11.862,0.2,,,,,,,,
758,8/12/14,,11.854,0.2,,,,,,,,
759,8/13/14,,11.85,10.2,,,,,,,,
760,8/14/14,,11.846,13.2,,,,,,,,
761,8/15/14,,11.85,33,,,,,,,,
762,8/18/14,,11.852,33,,,,,,,,
763,8/19/14,,11.842,37.2,,,,,,,,
764,8/20/14,,11.854,129.2,,,,,,,,
765,8/21/14,,11.852,200.4,,,,,,,,
766,8/22/14,,11.852,192.4,,,,,,,,
767,8/25/14,,11.852,192.4,,,,,,,,
768,8/26/14,,11.864,188.8,,,,,,,,
769,8/27/14,,11.864,86.8,,,,,,,,
770,8/28/14,,11.898,270.6,,,,,,,,
771,8/29/14,,11.922,358.6,,,,,,,,
772,9/1/14,,11.948,358.6,,,,,,,,
773,9/2/14,,11.974,358,,,,,,,,
774,9/3/14,,11.992,688,,,,,,,,
775,9/4/14,,11.992,494,,,,,,,,
776,9/5/14,,11.992,398,,,,,,,,
777,9/8/14,,11.994,428.6,,,,,,,,
778,9/9/14,,12.002,428.6,,,,,,,,
779,9/10/14,,12.01,118.6,,,,,,,,
780,9/11/14,,12.01,74.6,,,,,,,,
781,9/12/14,,12.02,140.6,,,,,,,,
782,9/15/14,,12.032,110.2,,,,,,,,
783,9/16/14,,12.042,130.2,,,,,,,,
784,9/17/14,,12.054,230.2,,,,,,,,
785,9/18/14,,12.072,210.2,,,,,,,,
786,9/19/14,,12.082,209.2,,,,,,,,
787,9/22/14,,12.09,209,,,,,,,,
788,9/23/14,,12.096,218,,,,,,,,
789,9/24/14,,12.102,133.2,,,,,,,,
790,9/25/14,,12.11,135.2,,,,,,,,
791,9/26/14,,12.118,66.2,,,,,,,,
792,9/29/14,,12.122,66.4,,,,,,,,
793,9/30/14,,12.124,37.4,,,,,,,,
794,10/1/14,,12.124,11.8,,,,,,,,
795,10/2/14,,12.122,9.8,,,,,,,,
796,10/3/14,,12.124,9.8,,,,,,,,
797,10/6/14,,12.114,80,,,,,,,,
798,10/7/14,,12.11,122,,,,,,,,
799,10/8/14,,12.112,156.4,,,,,,,,
800,10/9/14,,12.108,210.8,,,,,,,,
801,10/10/14,,12.106,211.8,,,,,,,,
802,10/13/14,,12.118,141.4,,,,,,,,
803,10/14/14,,12.124,99.4,,,,,,,,
804,10/15/14,,12.118,93.4,,,,,,,,
805,10/17/14,,12.122,39,,,,,,,,
806,10/20/14,,12.124,38,,,,,,,,
807,10/21/14,,12.118,71,,,,,,,,
808,10/22/14,,12.11,153,,,,,,,,
809,10/23/14,,12.108,115,,,,,,,,
810,10/24/14,,12.102,116,,,,,,,,
811,10/27/14,,12.092,131.2,,,,,,,,
812,10/28/14,,12.09,104.4,,,,,,,,
813,10/29/14,,12.1,22.4,,,,,,,,
814,10/30/14,,12.112,110.2,,,,,,,,
815,10/31/14,,12.126,129.2,,,,,,,,
816,11/3/14,,12.142,198,,,,,,,,
817,11/4/14,,12.158,192.4,,,,,,,,
818,11/5/14,,12.164,196.4,,,,,,,,
819,11/6/14,,12.168,108.6,,,,,,,,
820,11/7/14,,12.17,88.6,,,,,,,,
821,11/10/14,,12.17,4.6,,,,,,,,
822,11/11/14,,12.17,4.4,,,,,,,,
823,11/12/14,,12.17,2.6,,,,,,,,
824,11/13/14,,12.166,2.6,,,,,,,,
825,11/14/14,,12.164,2.6,,,,,,,,
826,11/17/14,,12.16,92.6,,,,,,,,
827,11/18/14,,12.158,92.6,,,,,,,,
828,11/19/14,,12.166,234.4,,,,,,,,
829,11/20/14,,12.188,239,,,,,,,,
830,11/21/14,,12.208,244.4,,,,,,,,
831,11/24/14,,12.222,194.4,,,,,,,,
832,11/25/14,,12.234,194,,,,,,,,
833,11/26/14,,12.232,55,,,,,,,,
834,11/27/14,,12.22,50.4,,,,,,,,
835,11/28/14,,12.208,45,,,,,,,,
836,12/1/14,,12.202,7.2,,,,,,,,
837,12/2/14,,12.198,10.6,,,,,,,,
838,12/3/14,,12.198,94.6,,,,,,,,
839,12/4/14,,12.206,114.6,,,,,,,,
840,12/5/14,,12.226,114.6,,,,,,,,
841,12/8/14,,12.256,112.4,,,,,,,,
842,12/9/14,,12.282,169,,,,,,,,
843,12/10/14,,12.312,130.2,,,,,,,,
844,12/11/14,,12.346,116.2,,,,,,,,
845,12/12/14,,12.366,336.2,,,,,,,,
846,12/15/14,,12.378,376.2,,,,,,,,
847,12/16/14,,12.392,366.2,,,,,,,,
848,12/17/14,,12.406,400,,,,,,,,
849,12/18/14,,12.418,394,,,,,,,,
850,12/19/14,,12.438,293.6,,,,,,,,
851,12/22/14,,12.464,279.8,,,,,,,,
852,12/23/14,,12.494,253,,,,,,,,
853,12/24/14,,12.526,169,,,,,,,,
854,1/2/15,,,,,,,,,,,
855,1/5/15,,,,,,,,,,,
856,1/6/15,,,,,,,,,,,
857,1/7/15,,,,,,,,,,,
858,1/8/15,,,,13.074,130,,,,,,
859,1/9/15,,,,13.064,220,,,,,,
860,1/12/15,,,,13.05,200,,,,,,
861,1/13/15,,,,13.026,180,,,,,,
862,1/14/15,,,,12.996,130,,,,,,
863,1/15/15,,,,12.966,130,,,,,,
864,1/16/15,,,,12.968,40,,,,,,
865,1/19/15,,,,12.97,40,,,,,,
866,1/20/15,,,,12.966,0,,,,,,
867,1/21/15,,,,12.958,10,,,,,,
868,1/22/15,,,,12.956,10,,,,,,
869,1/23/15,,,,12.954,10,,,,,,
870,1/26/15,,,,12.956,14,,,,,,
871,1/27/15,,,,12.956,64,,,,,,
872,1/28/15,,,,12.96,54,,,,,,
873,1/29/15,,,,12.97,54.2,,,,,,
874,1/30/15,,,,12.982,54.2,,,,,,
875,2/2/15,,,,12.988,50.2,,,,,,
876,2/3/15,,,,12.992,0.2,,,,,,
877,2/4/15,,,,12.98,0.2,,,,,,
878,2/5/15,,,,12.962,0,,,,,,
879,2/6/15,,,,12.928,0,,,,,,
880,2/9/15,,,,12.896,0,,,,,,
881,2/10/15,,,,12.864,0,,,,,,
882,2/11/15,,,,12.85,5.2,,,,,,
883,2/12/15,,,,12.836,27.2,,,,,,
884,2/13/15,,,,12.836,27.4,,,,,,
885,2/16/15,,,,12.836,27.4,,,,,,
886,2/17/15,,,,12.844,49.8,,,,,,
887,2/18/15,,,,12.844,44.6,,,,,,
888,2/19/15,,,,12.846,22.8,,,,,,
889,2/20/15,,,,12.846,22.6,,,,,,
890,2/23/15,,,,12.842,26.8,,,,,,
891,2/24/15,,,,12.836,4.4,,,,,,
892,2/25/15,,,,12.798,44.4,,,,,,
893,2/26/15,,,,12.76,328.2,,,,,,
894,2/27/15,,,,12.72,328.2,,,,,,
895,3/2/15,,,,12.684,593.2,,,,,,
896,3/3/15,,,,12.654,713.2,,,,,,
897,3/4/15,,,,12.654,727.2,,,,,,
898,3/5/15,,,,12.654,443.2,,,,,,
899,3/6/15,,,,12.658,443.2,,,,,,
900,3/9/15,,,,12.656,294,,,,,,
901,3/10/15,,,,12.648,174.4,,,,,,
902,3/11/15,,,,12.648,120.4,,,,,,
903,3/12/15,,,,12.652,120.4,,,,,,
904,3/13/15,,,,12.652,120.4,,,,,,
905,3/16/15,,,,12.654,0.4,,,,,,
906,3/17/15,,,,12.654,0.2,,,,,,
907,3/18/15,,,,12.658,0.2,,,,,,
908,3/19/15,,,,12.658,0.2,,,,,,
909,3/20/15,,,,12.66,0.2,,,,,,
910,3/23/15,,,,12.664,60.6,,,,,,
911,3/24/15,,,,12.664,62.4,,,,,,
912,3/25/15,,,,12.658,62.4,,,,,,
913,3/26/15,,,,12.652,122.6,,,,,,
914,3/27/15,,,,12.646,202.6,,,,,,
915,3/30/15,,,,12.64,157.4,,,,,,
916,3/31/15,,,,12.632,160.4,,,,,,
917,4/1/15,,,,12.63,165.8,,,,,,
918,4/2/15,,,,12.628,105.6,,,,,,
919,4/6/15,,,,12.626,125.8,,,,,,
920,4/7/15,,,,12.628,110.6,,,,,,
921,4/8/15,,,,12.636,105.6,,,,,,
922,4/9/15,,,,12.64,100.2,,,,,,
923,4/10/15,,,,12.644,100.2,,,,,,
924,4/13/15,,,,12.65,0.2,,,,,,
925,4/14/15,,,,12.658,0.2,,,,,,
926,4/15/15,,,,12.668,0.2,,,,,,
927,4/16/15,,,,12.678,0.2,,,,,,
928,4/17/15,,,,12.69,0.6,,,,,,
929,4/20/15,,,,12.698,0.4,,,,,,
930,4/21/15,,,,12.702,0.4,,,,,,
931,4/22/15,,,,12.706,0.8,,,,,,
932,4/23/15,,,,12.71,165.8,,,,,,
933,4/24/15,,,,12.706,235.6,,,,,,
934,4/27/15,,,,12.702,245.6,,,,,,
935,4/28/15,,,,12.698,245.6,,,,,,
936,4/29/15,,,,12.69,245.2,,,,,,
937,4/30/15,,,,12.69,80.2,,,,,,
938,5/1/15,,,,12.692,310.2,,,,,,
939,5/4/15,,,,12.698,300.2,,,,,,
940,5/5/15,,,,12.702,310.2,,,,,,
941,5/6/15,,,,12.704,325.4,,,,,,
942,5/7/15,,,,12.7,345.4,,,,,,
943,5/8/15,,,,12.696,45.4,,,,,,
944,5/11/15,,,,12.694,95.8,,,,,,
945,5/12/15,,,,12.694,85.8,,,,,,
946,5/13/15,,,,12.696,70.8,,,,,,
947,5/14/15,,,,12.696,270.8,,,,,,
948,5/15/15,,,,12.702,270.6,,,,,,
949,5/18/15,,,,12.696,270.8,,,,,,
950,5/19/15,,,,12.688,345.8,,,,,,
951,5/20/15,,,,12.678,385.6,,,,,,
952,5/21/15,,,,12.662,215.6,,,,,,
953,5/22/15,,,,12.642,310.6,,,,,,
954,5/25/15,,,,12.63,260,,,,,,
955,5/26/15,,,,12.626,190.6,,,,,,
956,5/27/15,,,,12.624,150.6,,,,,,
957,5/28/15,,,,12.628,300.6,,,,,,
958,5/29/15,,,,12.634,205.6,,,,,,
959,6/1/15,,,,12.644,285.8,,,,,,
960,6/2/15,,,,12.65,460.2,,,,,,
961,6/3/15,,,,12.654,739.4,,,,,,
962,6/4/15,,,,12.66,589.4,,,,,,
963,6/5/15,,,,12.666,589.6,,,,,,
964,6/8/15,,,,12.666,531.6,,,,,,
965,6/9/15,,,,12.664,391.6,,,,,,
966,6/10/15,,,,12.662,252.8,,,,,,
967,6/11/15,,,,12.658,252.8,,,,,,
968,6/12/15,,,,12.664,647.6,,,,,,
969,6/15/15,,,,12.672,718.6,,,,,,
970,6/16/15,,,,12.682,679.6,,,,,,
971,6/17/15,,,,12.694,594.2,,,,,,
972,6/18/15,,,,12.708,544.2,,,,,,
973,6/19/15,,,,12.712,149.2,,,,,,
974,6/22/15,,,,12.716,56,,,,,,
975,6/23/15,,,,12.718,55,,,,,,
976,6/24/15,,,,12.716,0,,,,,,
977,6/25/15,,,,12.712,7.2,,,,,,
978,6/26/15,,,,12.714,7.2,,,,,,
979,6/29/15,,,,12.716,7.2,,,,,,
980,6/30/15,,,,12.716,27.4,,,,,,
981,7/1/15,,,,12.72,67.4,,,,,,
982,7/2/15,,,,12.726,60.4,,,,,,
983,7/3/15,,,,12.726,60.4,,,,,,
984,7/6/15,,,,12.726,100.4,,,,,,
985,7/7/15,,,,12.73,157.8,,,,,,
986,7/8/15,,,,12.734,147.8,,,,,,
987,7/9/15,,,,12.736,187.6,,,,,,
988,7/10/15,,,,12.74,187.6,,,,,,
989,7/13/15,,,,12.742,216.2,,,,,,
990,7/14/15,,,,12.744,152.6,,,,,,
991,7/15/15,,,,12.74,186.6,,,,,,
992,7/16/15,,,,12.732,416.6,,,,,,
993,7/17/15,,,,12.722,416.6,,,,,,
994,7/20/15,,,,12.716,348.8,,,,,,
995,7/21/15,,,,12.706,364.8,,,,,,
996,7/22/15,,,,12.7,320.8,,,,,,
997,7/23/15,,,,12.7,51,,,,,,
998,7/24/15,,,,12.698,166,,,,,,
999,7/27/15,,,,12.69,275.2,,,,,,
1000,7/28/15,,,,12.684,297.6,,,,,,
1001,7/29/15,,,,12.68,739.6,,,,,,
1002,7/30/15,,,,12.68,779.4,,,,,,
1003,7/31/15,,,,12.682,664.4,,,,,,
1004,8/3/15,,,,12.688,584.6,,,,,,
1005,8/4/15,,,,12.698,591.2,,,,,,
1006,8/5/15,,,,12.708,149.2,,,,,,
1007,8/6/15,,,,12.712,109.2,,,,,,
1008,8/7/15,,,,12.716,109.2,,,,,,
1009,8/10/15,,,,12.72,79,,,,,,
1010,8/11/15,,,,12.72,20,,,,,,
1011,8/12/15,,,,12.722,0,,,,,,
1012,8/13/15,,,,12.726,0,,,,,,
1013,8/14/15,,,,12.73,0.2,,,,,,
1014,8/17/15,,,,12.736,15.2,,,,,,
1015,8/18/15,,,,12.744,35.4,,,,,,
1016,8/19/15,,,,12.748,38.4,,,,,,
1017,8/20/15,,,,12.752,38.4,,,,,,
1018,8/21/15,,,,12.756,38.2,,,,,,
1019,8/24/15,,,,12.758,23.2,,,,,,
1020,8/25/15,,,,12.758,8.2,,,,,,
1021,8/26/15,,,,12.758,10.2,,,,,,
1022,8/27/15,,,,12.756,10.2,,,,,,
1023,8/28/15,,,,12.754,20.2,,,,,,
1024,8/31/15,,,,12.752,441.2,,,,,,
1025,9/1/15,,,,12.748,1296,,,,,,
1026,9/2/15,,,,12.744,1881,,,,,,
1027,9/3/15,,,,12.738,2303,,,,,,
1028,9/4/15,,,,12.73,2293.2,,,,,,
1029,9/7/15,,,,12.722,1872.2,,,,,,
1030,9/8/15,,,,12.724,1317.2,,,,,,
1031,9/9/15,,,,12.728,738.2,,,,,,
1032,9/10/15,,,,12.734,316.2,,,,,,
1033,9/11/15,,,,12.742,361,,,,,,
1034,9/14/15,,,,12.75,361.2,,,,,,
1035,9/15/15,,,,12.75,56.2,,,,,,
1036,9/16/15,,,,12.75,45.2,,,,,,
1037,9/17/15,,,,12.75,45.4,,,,,,
1038,9/18/15,,,,12.752,100.4,,,,,,
1039,9/21/15,,,,12.754,221.4,,,,,,
1040,9/22/15,,,,12.756,221.4,,,,,,
1041,9/23/15,,,,12.758,241.4,,,,,,
1042,9/24/15,,,,12.76,301.4,,,,,,
1043,9/25/15,,,,12.76,331.4,,,,,,
1044,9/28/15,,,,12.762,214.6,,,,,,
1045,9/29/15,,,,12.766,254.6,,,,,,
1046,9/30/15,,,,12.768,234.6,,,,,,
1047,10/1/15,,,,12.772,174.4,,,,,,
1048,10/2/15,,,,12.78,131.4,,,,,,
1049,10/5/15,,,,12.788,128,,,,,,
1050,10/6/15,,,,12.798,89.8,,,,,,
1051,10/7/15,,,,12.812,89.8,,,,,,
1052,10/8/15,,,,12.826,89.8,,,,,,
1053,10/9/15,,,,12.838,3.8,,,,,,
1054,10/12/15,,,,12.848,2.8,,,,,,
1055,10/13/15,,,,12.854,2.6,,,,,,
1056,10/14/15,,,,12.858,3,,,,,,
1057,10/15/15,,,,12.862,87.2,,,,,,
1058,10/16/15,,,,12.866,86.4,,,,,,
1059,10/19/15,,,,12.87,87.4,,,,,,
1060,10/20/15,,,,12.874,105.8,,,,,,
1061,10/21/15,,,,12.878,505.6,,,,,,
1062,10/22/15,,,,12.88,441.6,,,,,,
1063,10/23/15,,,,12.882,441.4,,,,,,
1064,10/26/15,,,,12.882,540.8,,,,,,
1065,10/27/15,,,,12.882,520.8,,,,,,
1066,10/28/15,,,,12.882,120.8,,,,,,
1067,10/29/15,,,,12.884,102.8,,,,,,
1068,10/30/15,,,,12.884,102.8,,,,,,
1069,11/2/15,,,,12.884,64.4,,,,,,
1070,11/3/15,,,,12.884,164.4,,,,,,
1071,11/4/15,,,,12.884,284.2,,,,,,
1072,11/5/15,,,,12.882,312.2,,,,,,
1073,11/6/15,,,,12.882,325.4,,,,,,
1074,11/9/15,,,,12.884,348.4,,,,,,
1075,11/10/15,,,,12.89,303.6,,,,,,
1076,11/11/15,,,,12.896,183.6,,,,,,
1077,11/12/15,,,,12.902,203.8,,,,,,
1078,11/13/15,,,,12.906,190.6,,,,,,
1079,11/16/15,,,,12.918,166.2,,,,,,
1080,11/17/15,,,,12.922,111.4,,,,,,
1081,11/18/15,,,,12.928,716.4,,,,,,
1082,11/19/15,,,,12.936,716.8,,,,,,
1083,11/20/15,,,,12.944,766.8,,,,,,
1084,11/23/15,,,,12.944,706.2,,,,,,
1085,11/24/15,,,,12.942,751,,,,,,
1086,11/25/15,,,,12.938,149.6,,,,,,
1087,11/26/15,,,,12.932,98.8,,,,,,
1088,11/27/15,,,,12.926,48.8,,,,,,
1089,11/30/15,,,,12.92,173.8,,,,,,
1090,12/1/15,,,,12.918,161,,,,,,
1091,12/2/15,,,,12.912,380.4,,,,,,
1092,12/14/15,,,,12.896,386.6,,,,,,
1093,12/15/15,,,,12.88,542.6,,,,,,
1094,12/16/15,,,,12.864,428.6,,,,,,
1095,12/17/15,,,,12.848,398.2,,,,,,
1096,12/18/15,,,,12.832,392.6,,,,,,
1097,12/21/15,,,,12.824,1038.6,,,,,,
1098,12/22/15,,,,12.816,938,,,,,,
1099,12/23/15,,,,12.806,937,,,,,,
1100,12/24/15,,,,12.798,935,,,,,,
1101,1/4/16,,,,,,,,,,,
1102,1/5/16,,,,,,,,,,,
1103,1/6/16,,,,,,,,,,,
1104,1/7/16,,,,,,,,,,,
1105,1/8/16,,,,,,13.186,,,,,
1106,1/11/16,,,,,,13.19,,,,,
1107,1/12/16,,,,,,13.194,,,,,
1108,1/13/16,,,,,,13.21,,,,,
1109,1/14/16,,,,,,13.216,,,,,
1110,1/15/16,,,,,,13.216,,,,,
1111,1/18/16,,,,,,13.212,,,,,
1112,1/19/16,,,,,,13.206,,,,,
1113,1/20/16,,,,,,13.194,,,,,
1114,1/21/16,,,,,,13.188,,,,,
1115,1/22/16,,,,,,13.188,,,,,
1116,1/25/16,,,,,,13.188,,,,,
1117,1/26/16,,,,,,13.196,,,,,
1118,1/27/16,,,,,,13.208,,,,,
1119,1/28/16,,,,,,13.218,,,,,
1120,1/29/16,,,,,,13.222,,,,,
1121,2/1/16,,,,,,13.228,,,,,
1122,2/2/16,,,,,,13.232,,,,,
1123,2/3/16,,,,,,13.232,,,,,
1124,2/4/16,,,,,,13.234,,,,,
1125,2/5/16,,,,,,13.236,,,,,
1126,2/8/16,,,,,,13.238,,,,,
1127,2/10/16,,,,,,13.236,,,,,
1128,2/11/16,,,,,,13.23,,,,,
1129,2/12/16,,,,,,13.214,,,,,
1130,2/15/16,,,,,,13.2,,,,,
1131,2/16/16,,,,,,13.178,,,,,
1132,2/17/16,,,,,,13.152,,,,,
1133,2/18/16,,,,,,13.122,,,,,
1134,2/19/16,,,,,,13.102,,,,,
1135,2/22/16,,,,,,13.074,,,,,
1136,2/23/16,,,,,,12.988,,,,,
1137,2/24/16,,,,,,12.91,,,,,
1138,2/25/16,,,,,,12.842,,,,,
1139,2/26/16,,,,,,12.828,,,,,
1140,2/29/16,,,,,,12.82,,,,,
1141,3/1/16,,,,,,12.876,,,,,
1142,3/2/16,,,,,,12.93,,,,,
1143,3/3/16,,,,,,12.982,,,,,
1144,3/4/16,,,,,,12.98,,,,,
1145,3/7/16,,,,,,12.98,,,,,
1146,3/8/16,,,,,,12.976,,,,,
1147,3/9/16,,,,,,12.966,,,,,
1148,3/10/16,,,,,,12.946,,,,,
1149,3/11/16,,,,,,12.926,,,,,
1150,3/14/16,,,,,,12.906,,,,,
1151,3/15/16,,,,,,12.886,,,,,
1152,3/16/16,,,,,,12.872,,,,,
1153,3/17/16,,,,,,12.866,,,,,
1154,3/18/16,,,,,,12.86,,,,,
1155,3/21/16,,,,,,12.858,,,,,
1156,3/22/16,,,,,,12.858,,,,,
1157,3/23/16,,,,,,12.846,,,,,
1158,3/24/16,,,,,,12.836,,,,,
1159,3/28/16,,,,,,12.83,,,,,
1160,3/29/16,,,,,,12.794,,,,,
1161,3/30/16,,,,,,12.744,,,,,
1162,3/31/16,,,,,,12.718,,,,,
1163,4/1/16,,,,,,12.678,,,,,
1164,4/4/16,,,,,,12.628,,,,,
1165,4/5/16,,,,,,12.612,,,,,
1166,4/6/16,,,,,,12.612,,,,,
1167,4/7/16,,,,,,12.6,,,,,
1168,4/8/16,,,,,,12.608,,,,,
1169,4/11/16,,,,,,12.624,,,,,
1170,4/12/16,,,,,,12.614,,,,,
1171,4/13/16,,,,,,12.566,,,,,
1172,4/14/16,,,,,,12.512,,,,,
1173,4/15/16,,,,,,12.446,,,,,
1174,4/18/16,,,,,,12.374,,,,,
1175,4/19/16,,,,,,12.328,,,,,
1176,4/20/16,,,,,,12.338,,,,,
1177,4/21/16,,,,,,12.384,,,,,
1178,4/22/16,,,,,,12.438,,,,,
1179,4/25/16,,,,,,12.506,,,,,
